,src_bytes,service,diff_srv_rate,flag,dst_bytes,dst_host_diff_srv_rate,count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_serror_rate,label
3080,0,vmnet,0.04,S0,0,0.05,285,24,0.09,1.0,dos
3081,0,telnet,0.09,S0,0,0.03,45,62,0.24,1.0,dos
3082,0,other,1.0,REJ,0,1.0,344,1,0.0,0.09,probe
3083,0,http,0.0,REJ,0,0.0,1,254,1.0,0.0,normal
3084,3848,IRC,0.17,RSTR,6335,0.02,12,25,0.17,0.0,normal
3085,0,bgp,0.07,S0,0,0.08,257,8,0.03,1.0,dos
3086,0,private,0.06,S0,0,0.05,218,10,0.04,1.0,dos
3087,0,private,0.06,S0,0,0.09,188,14,0.05,1.0,dos
3088,146,other,0.0,SF,105,0.63,1,5,0.02,0.0,normal
3089,18,eco_i,0.0,SF,0,0.0,1,76,1.0,0.0,probe
3090,44,domain_u,0.0,SF,71,0.01,25,141,0.78,0.0,normal
3091,224,http,0.0,SF,12884,0.0,3,156,1.0,0.0,normal
3092,202,http,0.0,SF,1761,0.0,12,255,1.0,0.0,normal
3093,1162,smtp,0.0,SF,341,0.02,1,167,0.57,0.0,normal
3094,10554,smtp,0.0,SF,922,0.01,1,5,0.02,0.0,normal
3095,91,domain_u,0.0,SF,0,0.15,1,7,0.54,0.0,normal
3096,288,http,0.0,SF,300,0.0,4,255,1.0,0.25,normal
3097,1495,smtp,0.0,SF,521,0.01,1,1,0.0,0.0,normal
3098,0,bgp,0.18,S0,0,0.08,22,10,0.04,1.0,dos
3099,220,http,0.0,SF,3410,0.0,18,255,1.0,0.0,normal
3100,0,http,0.0,REJ,0,0.0,2,255,1.0,0.0,normal
3101,0,iso_tsap,0.07,S0,0,0.07,205,8,0.03,1.0,dos
3102,222,http,0.0,SF,539,0.0,20,255,1.0,0.0,normal
3103,308,http,0.0,SF,774,0.0,12,255,1.0,0.0,normal
3104,501760,ftp_data,0.0,SF,0,0.06,1,11,0.34,0.0,normal
3105,0,klogin,0.06,S0,0,0.06,143,8,0.03,1.0,dos
3106,976,smtp,0.0,SF,339,0.02,1,177,0.71,0.0,normal
3107,59,other,0.41,SF,0,0.06,17,1,0.01,0.01,normal
3108,0,http,0.0,REJ,0,0.0,1,255,1.0,0.0,normal
3109,0,private,0.06,S0,0,0.07,180,1,0.0,1.0,dos
3110,0,netbios_dgm,0.07,REJ,0,0.07,191,1,0.0,0.0,dos
3111,0,domain,0.07,REJ,0,0.07,258,17,0.07,0.0,dos
3112,200,http,0.0,SF,3119,0.0,1,255,1.0,0.0,normal
3113,0,netstat,0.06,S0,0,0.08,279,1,0.0,1.0,dos
3114,0,private,0.27,S0,0,0.09,11,19,0.07,1.0,dos
3115,299,http,0.0,SF,1046,0.0,8,255,1.0,0.0,normal
3116,381,http,0.0,SF,6418,0.0,9,255,1.0,0.0,normal
3117,286,http,0.0,SF,296,0.0,1,255,1.0,0.0,normal
3118,0,private,0.0,REJ,0,1.0,1,2,0.01,0.0,probe
3119,28,private,0.0,SF,0,0.02,44,44,0.17,0.0,dos
3120,331,http,0.0,SF,1694,0.0,13,255,1.0,0.0,normal
3121,0,finger,0.07,S0,0,0.07,256,4,0.02,1.0,dos
3122,0,exec,0.07,RSTO,0,0.07,128,3,0.01,0.0,dos
3123,0,exec,0.07,S0,0,0.07,123,1,0.0,1.0,dos
3124,145,http,0.0,SF,4788,0.0,17,91,1.0,0.0,normal
3125,290,http,0.0,SF,394,0.0,6,255,1.0,0.0,normal
3126,0,private,0.07,S0,0,0.07,112,2,0.01,1.0,dos
3127,0,private,0.07,S0,0,0.07,148,12,0.05,1.0,dos
3128,0,private,0.06,S0,0,0.07,263,14,0.05,1.0,dos
3129,213,http,0.0,SF,296,0.0,2,255,1.0,0.0,normal
3130,0,private,0.06,S0,0,0.09,253,5,0.02,1.0,dos
3131,309,http,0.0,SF,1949,0.0,7,255,1.0,0.0,normal
3132,885,smtp,0.0,SF,388,0.04,1,111,0.44,0.13,normal
3133,641,ftp_data,0.0,SF,0,0.03,1,95,0.54,0.0,normal
3134,207,http,0.0,SF,457,0.0,1,255,1.0,0.0,normal
3135,285,http,0.0,SF,10993,0.0,4,255,1.0,0.0,normal
3136,235,http,0.0,SF,1875,0.0,3,255,1.0,0.0,normal
3137,292,http,0.0,SF,1718,0.0,3,255,1.0,0.01,normal
3138,0,iso_tsap,0.06,S0,0,0.08,234,9,0.04,1.0,dos
3139,215,http,0.0,SF,1425,0.0,15,255,1.0,0.0,normal
3140,146,other,0.0,SF,105,0.65,1,2,0.01,0.0,normal
3141,1032,ecr_i,0.0,SF,0,0.0,485,255,1.0,0.0,dos
3142,249,http,0.0,SF,484,0.0,14,255,1.0,0.0,normal
3143,199,http,0.0,SF,765,0.0,38,255,1.0,0.0,normal
3144,216,http,0.0,SF,720,0.0,11,255,1.0,0.0,normal
3145,0,private,0.05,S0,0,0.06,91,18,0.07,1.0,dos
3146,239,http,0.0,SF,580,0.0,1,255,1.0,0.0,normal
3147,219,http,0.0,SF,607,0.0,11,255,1.0,0.0,normal
3148,0,discard,0.07,S0,0,0.07,215,19,0.07,1.0,dos
3149,317,http,0.0,SF,16978,0.0,1,255,1.0,0.0,normal
3150,833,smtp,0.0,SF,285,0.04,1,183,0.69,0.0,normal
3151,189,http,0.0,SF,5360,0.0,5,255,1.0,0.0,normal
3152,0,finger,0.08,S0,0,0.02,37,61,0.24,1.0,dos
3153,0,telnet,0.06,S0,0,0.07,250,17,0.07,1.0,dos
3154,0,kshell,0.04,S0,0,0.05,138,25,0.1,1.0,dos
3155,0,private,0.06,S0,0,0.09,228,14,0.05,1.0,dos
3156,0,private,0.05,S0,0,0.07,221,20,0.08,1.0,dos
3157,0,netbios_dgm,0.06,S0,0,0.07,288,2,0.01,1.0,dos
3158,520,ecr_i,0.0,SF,0,0.0,273,255,1.0,0.0,dos
3159,2140,smtp,0.0,SF,326,0.03,1,170,0.71,0.0,normal
3160,221,http,0.0,SF,1912,0.0,27,255,1.0,0.01,normal
3161,1068,smtp,0.0,SF,327,0.18,1,185,0.82,0.0,normal
3162,1032,ecr_i,0.0,SF,0,0.19,511,114,0.45,0.0,dos
3163,337,http,0.0,SF,703,0.0,17,255,1.0,0.0,normal
3164,0,time,0.06,S0,0,0.06,201,20,0.08,1.0,dos
3165,1480,ecr_i,0.0,SF,0,0.02,20,22,0.09,0.0,dos
3166,0,imap4,0.06,S0,0,0.07,289,14,0.05,1.0,dos
3167,0,klogin,0.06,REJ,0,0.06,144,17,0.07,0.0,dos
3168,215,private,0.0,SF,0,0.0,1,27,1.0,0.0,probe
3169,244,http,0.0,SF,397,0.0,16,255,1.0,0.0,normal
3170,491,ftp_data,0.0,SF,0,0.15,2,84,0.15,0.0,normal
3171,0,bgp,0.06,S0,0,0.06,212,18,0.07,1.0,dos
3172,109,smtp,0.0,SF,409,0.05,1,17,0.2,0.0,normal
3173,621,telnet,0.0,SF,8356,0.02,1,4,0.02,0.0,u2r
3174,312,http,0.0,SF,2507,0.02,6,75,0.89,0.01,normal
3175,322,http,0.0,SF,997,0.0,11,255,1.0,0.0,normal
3176,54540,http,0.0,SF,8314,0.0,5,255,1.0,0.0,dos
3177,8,eco_i,0.0,SF,0,0.0,1,131,1.0,0.0,probe
3178,45,domain_u,0.01,SF,81,0.01,250,254,1.0,0.0,normal
3179,46,domain_u,0.0,SF,78,0.01,239,254,1.0,0.0,normal
3180,0,private,0.06,S0,0,0.07,295,9,0.04,1.0,dos
3181,0,ftp_data,0.09,S0,0,0.07,22,2,0.01,1.0,dos
3182,217,http,0.0,SF,1893,0.0,12,255,1.0,0.0,normal
3183,316,http,0.0,SF,937,0.0,4,255,1.0,0.0,normal
3184,278,http,0.0,SF,934,0.0,8,255,1.0,0.0,normal
3185,224,http,0.0,SF,42780,0.0,4,255,1.0,0.0,normal
3186,0,link,0.06,S0,0,0.07,234,9,0.04,1.0,dos
3187,44,domain_u,0.01,SF,123,0.01,303,224,0.88,0.0,normal
3188,491,ftp_data,0.0,SF,0,0.1,2,72,0.05,0.0,normal
3189,0,private,0.06,S0,0,0.06,108,28,0.11,1.0,dos
3190,0,private,0.06,S0,0,0.06,135,19,0.07,1.0,dos
3191,28,private,0.0,SF,0,0.05,12,12,0.14,0.0,dos
3192,0,time,0.06,RSTO,0,0.07,265,6,0.02,0.0,dos
3193,234,http,0.0,SF,10184,0.0,4,255,1.0,0.0,normal
3194,215,private,0.0,SF,0,0.01,1,119,0.83,0.0,probe
3195,0,private,0.06,S0,0,0.06,244,8,0.03,1.0,dos
3196,927,smtp,0.0,SF,327,0.14,1,98,0.9,0.0,normal
3197,0,private,0.05,S0,0,0.08,286,18,0.07,1.0,dos
3198,0,http,0.0,REJ,0,0.0,1,185,1.0,0.0,normal
3199,286,http,0.0,SF,4673,0.0,28,255,1.0,0.0,normal
3200,0,private,0.07,S0,0,0.07,140,6,0.02,1.0,dos
3201,198,http,0.0,SF,181,0.0,7,255,1.0,0.0,normal
3202,0,ctf,0.07,REJ,0,0.07,237,4,0.02,0.0,dos
3203,223,http,0.0,SF,554,0.0,9,75,1.0,0.0,normal
3204,289,http,0.0,SF,12602,0.0,14,255,1.0,0.0,normal
3205,307,http,0.0,SF,1668,0.0,3,6,1.0,0.0,normal
3206,148,http,0.0,SF,2956,0.0,2,255,1.0,0.0,normal
3207,0,Z39_50,0.06,S0,0,0.07,117,3,0.01,1.0,dos
3208,325,http,0.0,SF,268,0.01,24,253,0.99,0.0,normal
3209,1556,ftp_data,0.0,SF,0,0.02,1,129,0.51,0.0,normal
3210,0,iso_tsap,0.06,S0,0,0.06,203,17,0.07,1.0,dos
3211,879,smtp,0.0,SF,337,0.02,1,207,0.81,0.0,normal
3212,344,http,0.0,SF,1396,0.0,9,255,1.0,0.01,normal
3213,0,ftp_data,0.24,S0,0,0.05,17,49,0.19,1.0,dos
3214,0,private,0.07,S0,0,0.07,208,12,0.05,1.0,dos
3215,0,telnet,0.13,S0,0,0.05,30,44,0.17,1.0,dos
3216,324,http,0.0,SF,366,0.0,7,255,1.0,0.0,normal
3217,33,domain_u,0.0,SF,0,0.04,1,8,0.06,0.0,normal
3218,1388,smtp,0.0,SF,327,0.19,1,168,0.61,0.04,normal
3219,0,iso_tsap,0.06,S0,0,0.07,285,12,0.05,1.0,dos
3220,45,domain_u,0.0,SF,71,0.01,299,254,1.0,0.0,normal
3221,0,klogin,0.75,S0,0,0.08,4,2,0.01,1.0,dos
3222,0,imap4,0.06,S0,0,0.07,244,9,0.04,1.0,dos
3223,332,http,0.0,SF,3473,0.0,7,255,1.0,0.01,normal
3224,0,telnet,0.0,S0,0,0.02,19,61,0.6,0.98,dos
3225,0,rje,0.07,REJ,0,0.08,205,4,0.02,0.0,dos
3226,323,http,0.0,SF,771,0.0,11,255,1.0,0.0,normal
3227,216,http,0.0,SF,2317,0.0,3,255,1.0,0.0,normal
3228,0,ldap,0.07,S0,0,0.06,82,3,0.01,1.0,dos
3229,2194619,ftp_data,0.0,SF,0,0.03,2,43,0.22,0.0,normal
3230,316,http,0.0,SF,3792,0.0,12,255,1.0,0.0,normal
3231,1,other,0.35,SF,0,0.27,23,1,0.0,0.0,probe
3232,1032,ecr_i,0.0,SF,0,0.01,511,120,0.47,0.0,dos
3233,0,private,0.06,S0,0,0.05,85,13,0.05,1.0,dos
3234,0,private,0.07,REJ,0,0.06,75,4,0.02,0.0,dos
3235,0,Z39_50,0.07,S0,0,0.07,242,3,0.01,1.0,dos
3236,1304,smtp,0.0,SF,332,0.12,1,138,0.69,0.0,normal
3237,306,http,0.0,SF,2239,0.02,7,225,0.88,0.0,normal
3238,208,http,0.0,SF,471,0.0,8,255,1.0,0.0,normal
3239,219,http,0.0,SF,2747,0.0,1,255,1.0,0.0,normal
3240,0,private,0.07,S0,0,0.05,107,8,0.03,1.0,dos
3241,0,private,0.05,S0,0,0.05,188,16,0.06,1.0,dos
3242,45,domain_u,0.0,SF,135,0.01,65,254,1.0,0.0,normal
3243,0,private,0.06,REJ,0,0.07,113,16,0.06,0.0,dos
3244,0,http_443,0.05,S0,0,0.06,138,7,0.03,1.0,dos
3245,3669,smtp,0.0,SF,330,0.17,1,139,0.83,0.0,normal
3246,296,http,0.0,SF,11753,0.0,7,255,1.0,0.0,normal
3247,921,smtp,0.0,SF,390,0.07,1,26,0.1,0.81,normal
3248,0,http_443,0.05,S0,0,0.06,112,20,0.08,1.0,dos
3249,298,http,0.0,SF,5989,0.0,7,255,1.0,0.0,normal
3250,0,supdup,0.06,REJ,0,0.07,143,8,0.03,0.0,dos
3251,0,hostnames,0.06,REJ,0,0.07,264,2,0.01,0.0,dos
3252,331,http,0.0,SF,1187,0.0,13,255,1.0,0.0,normal
3253,702,smtp,1.0,S1,305,0.07,2,147,0.6,0.05,normal
3254,0,private,0.08,S0,0,0.08,146,16,0.06,1.0,dos
3255,225,http,0.0,SF,3226,0.0,1,255,1.0,0.0,normal
3256,0,private,0.06,REJ,0,0.05,101,10,0.04,0.0,dos
3257,821,smtp,0.0,SF,333,0.66,1,7,0.03,0.0,normal
3258,246,http,0.0,SF,1344,0.0,7,255,1.0,0.0,normal
3259,0,other,1.0,REJ,0,1.0,511,1,0.0,0.1,probe
3260,215,http,0.0,SF,354,0.0,26,255,1.0,0.0,normal
3261,282,http,0.0,SF,8171,0.0,1,255,1.0,0.0,normal
3262,370,http,0.0,SF,2868,0.0,2,255,1.0,0.0,normal
3263,2194620,ftp_data,0.0,S3,0,0.02,2,61,0.24,0.61,normal
3264,54540,http,0.0,SF,8314,0.0,6,255,1.0,0.0,dos
3265,105,private,0.25,SF,147,0.01,8,229,0.9,0.0,normal
3266,0,private,0.5,RSTR,0,0.06,18,2,0.01,0.01,probe
3267,0,auth,0.06,REJ,0,0.07,140,20,0.08,0.0,dos
3268,0,http,0.0,S0,0,0.0,2,255,1.0,0.5,normal
3269,334,ftp_data,0.0,SF,0,0.0,1,23,1.0,0.0,r2l
3270,217,http,0.0,SF,1308,0.0,7,255,1.0,0.0,normal
3271,0,vmnet,0.06,S0,0,0.07,217,12,0.05,1.0,dos
3272,1424,smtp,0.0,SF,328,0.06,1,44,0.81,0.0,normal
3273,1000,ftp,0.0,SF,3074,0.04,1,42,0.22,0.0,normal
3274,322,http,0.0,SF,258,0.0,8,255,1.0,0.0,normal
3275,299,http,0.0,SF,1130,0.0,15,255,1.0,0.0,normal
3276,0,telnet,0.07,S0,0,0.07,229,10,0.04,1.0,dos
3277,0,hostnames,0.07,REJ,0,0.09,258,7,0.03,0.0,dos
3278,1412,smtp,0.0,SF,326,0.04,1,107,0.54,0.01,normal
3279,0,Z39_50,0.07,REJ,0,0.08,223,11,0.04,0.0,dos
3280,1710,smtp,0.0,SF,375,0.39,2,125,0.34,0.0,probe
3281,107,smtp,0.0,SF,408,0.05,1,13,0.16,0.0,normal
3282,0,efs,0.06,S0,0,0.07,143,4,0.02,1.0,dos
3283,43580,IRC,0.0,S1,46746,0.04,1,6,0.13,0.09,normal
3284,0,printer,0.33,S0,0,0.07,9,5,0.02,1.0,dos
3285,190,http,0.0,SF,29363,0.0,1,255,1.0,0.0,normal
3286,856,smtp,0.0,SF,328,0.03,1,102,0.41,0.01,normal
3287,181,http,0.0,SF,10333,0.0,3,255,1.0,0.01,normal
3288,0,exec,0.05,S0,0,0.05,146,25,0.1,1.0,dos
3289,295,http,0.0,SF,1215,0.0,17,255,1.0,0.0,normal
3290,0,Z39_50,0.07,REJ,0,0.07,220,8,0.03,0.0,dos
3291,0,name,0.06,S0,0,0.07,236,9,0.04,1.0,dos
3292,293,http,0.0,SF,2446,0.0,24,255,1.0,0.0,normal
3293,46,domain_u,0.0,SF,78,0.01,106,241,0.95,0.0,normal
3294,147,other,0.67,SF,0,0.27,6,1,0.0,0.0,normal
3295,0,private,0.07,S0,0,0.26,177,2,0.09,0.39,dos
3296,280,http,0.0,SF,2835,0.0,1,26,1.0,0.0,normal
3297,1109,smtp,0.0,SF,330,0.06,1,86,0.77,0.0,normal
3298,294,http,0.0,SF,10715,0.0,11,255,1.0,0.0,normal
3299,0,daytime,0.05,S0,0,0.07,297,11,0.04,1.0,dos
3300,0,ftp_data,0.5,S0,0,0.02,6,61,0.24,1.0,dos
3301,214,http,0.0,SF,261,0.0,7,255,1.0,0.0,normal
3302,0,private,0.06,S0,0,0.07,273,1,0.0,1.0,dos
3303,0,ctf,0.06,REJ,0,0.07,267,15,0.06,0.0,dos
3304,0,private,0.11,S0,0,0.07,27,21,0.08,1.0,dos
3305,245,ftp_data,0.0,SF,0,0.07,2,80,0.87,0.0,normal
3306,162,http,0.0,SF,8448,0.0,1,255,1.0,0.0,normal
3307,0,mtp,0.06,S0,0,0.07,235,8,0.03,1.0,dos
3308,0,iso_tsap,0.07,REJ,0,0.07,243,10,0.04,0.0,dos
3309,54540,http,0.0,SF,8314,0.0,3,132,1.0,0.0,dos
3310,44,domain_u,0.0,SF,126,0.02,224,110,0.74,0.0,normal
3311,0,http,0.14,S0,0,0.02,14,67,0.26,1.0,dos
3312,0,private,0.07,S0,0,0.07,190,4,0.02,1.0,dos
3313,344,http,0.0,SF,443,0.0,25,251,1.0,0.0,normal
3314,147,other,0.0,SF,105,0.77,1,1,0.0,0.0,normal
3315,0,private,0.07,REJ,0,0.08,120,6,0.06,0.0,dos
3316,238,http,0.0,SF,5120,0.0,1,255,1.0,0.0,normal
3317,0,private,0.06,S0,0,0.07,277,3,0.01,1.0,dos
3318,191,http,0.0,SF,934,0.0,1,255,1.0,0.0,normal
3319,105,private,0.0,SF,145,0.06,1,41,0.82,0.0,normal
3320,0,private,0.06,S0,0,0.08,180,15,0.06,1.0,dos
3321,0,daytime,0.07,S0,0,0.07,151,18,0.07,1.0,dos
3322,43,domain_u,0.0,SF,70,0.01,147,224,0.88,0.0,normal
3323,0,private,0.06,S0,0,0.09,238,4,0.02,1.0,dos
3324,287,http,0.0,SF,1281,0.0,33,255,1.0,0.0,normal
3325,344,http,0.0,SF,1451,0.0,10,255,1.0,0.0,normal
3326,1032,ecr_i,0.0,SF,0,0.04,510,86,0.34,0.08,dos
3327,0,private,0.06,S0,0,0.07,233,6,0.02,1.0,dos
3328,0,klogin,0.05,S0,0,0.05,148,12,0.05,1.0,dos
3329,211,http,0.0,SF,1834,0.0,18,255,1.0,0.0,normal
3330,279,http,0.0,SF,8936,0.0,9,255,1.0,0.0,normal
3331,1032,ecr_i,0.0,SF,0,0.01,229,229,0.9,0.0,dos
3332,257,http,0.0,SF,1065,0.0,28,255,1.0,0.0,normal
3333,0,time,0.06,S0,0,0.05,209,5,0.02,1.0,dos
3334,0,private,0.06,S0,0,0.06,137,14,0.05,1.0,dos
3335,6932,ftp_data,0.0,SF,0,0.05,2,59,0.27,0.0,normal
3336,297,http,0.0,SF,1768,0.0,12,255,1.0,0.0,normal
3337,2280318,ftp_data,0.0,SF,0,0.06,2,89,0.18,0.0,normal
3338,194,http,0.0,SF,904,0.0,13,255,1.0,0.0,normal
3339,293,http,0.0,SF,819,0.0,2,255,1.0,0.0,normal
3340,0,whois,0.05,S0,0,0.05,276,6,0.02,1.0,dos
3341,491004,X11,0.0,SF,68700,0.07,2,8,0.17,0.0,normal
3342,0,vmnet,0.15,S0,0,0.08,39,11,0.04,1.0,dos
3343,147,other,0.6,SF,0,0.09,5,1,0.0,0.0,normal
3344,253,http,0.0,SF,540,0.0,27,255,1.0,0.0,normal
3345,217,http,0.0,SF,1020,0.0,5,255,1.0,0.0,normal
3346,0,private,0.07,REJ,0,0.07,209,16,0.06,0.0,dos
3347,1,private,0.0,RSTR,0,0.5,2,2,0.01,0.0,probe
3348,0,courier,0.05,S0,0,0.05,99,6,0.02,1.0,dos
3349,0,sunrpc,0.06,S0,0,0.06,252,24,0.09,1.0,dos
3350,1191,ftp,1.0,SF,3373,0.08,2,36,0.14,0.02,normal
3351,0,private,0.07,S0,0,0.06,121,9,0.04,1.0,dos
3352,28,private,0.0,SF,0,0.34,69,169,0.66,0.09,dos
3353,229,http,0.0,SF,1005,0.0,6,255,1.0,0.0,normal
3354,28,private,0.04,SF,0,0.75,166,66,0.26,0.09,dos
3355,216,http,0.0,SF,5864,0.0,1,210,1.0,0.0,normal
3356,0,ldap,0.05,S0,0,0.05,253,22,0.09,1.0,dos
3357,0,private,0.05,S0,0,0.2,211,6,0.4,0.87,dos
3358,18,eco_i,0.0,SF,0,0.0,1,255,1.0,0.0,probe
3359,0,private,0.07,S0,0,0.1,122,2,0.03,1.0,dos
3360,0,whois,0.06,S0,0,0.07,264,4,0.02,1.0,dos
3361,45,domain_u,0.0,SF,78,0.01,290,249,0.98,0.0,normal
3362,228,http,0.0,SF,3766,0.0,1,255,1.0,0.02,normal
3363,0,http,0.0,REJ,0,0.0,1,255,1.0,0.0,normal
3364,0,private,0.06,S0,0,0.07,206,4,0.02,1.0,dos
3365,298,http,0.0,SF,1197,0.0,1,255,1.0,0.0,normal
3366,0,http,0.0,REJ,0,0.03,1,175,0.88,0.0,normal
3367,0,ssh,0.06,S0,0,0.08,286,1,0.0,1.0,dos
3368,0,private,0.06,S0,0,0.08,82,2,0.01,1.0,dos
3369,298,http,0.0,SF,3579,0.0,11,255,1.0,0.0,normal
3370,0,private,0.07,REJ,0,0.06,122,6,0.02,0.0,dos
3371,0,ldap,0.06,S0,0,0.07,126,16,0.06,1.0,dos
3372,45,domain_u,0.0,SF,45,0.0,134,255,1.0,0.0,normal
3373,214,http,0.0,SF,19134,0.0,12,255,1.0,0.0,normal
3374,236,http,0.0,SF,1695,0.0,10,255,1.0,0.0,normal
3375,1032,ecr_i,0.0,SF,0,0.18,510,46,0.18,0.0,dos
3376,299,http,0.0,SF,266,0.0,6,255,1.0,0.0,normal
3377,314,http,0.0,SF,2193,0.0,2,255,1.0,0.01,normal
3378,314,http,0.0,SF,365,0.0,33,255,1.0,0.0,normal
3379,8,eco_i,0.0,SF,0,0.0,1,23,1.0,0.0,probe
3380,1144,smtp,0.0,SF,364,0.03,1,141,0.55,0.0,normal
3381,0,finger,0.0,SF,0,1.0,1,8,0.02,0.0,probe
3382,0,private,0.06,S0,0,0.07,89,2,0.01,1.0,dos
3383,248,http,0.0,SF,1374,0.0,12,255,1.0,0.0,normal
3384,0,mtp,0.07,S0,0,0.07,194,3,0.01,1.0,dos
3385,192,http,0.0,SF,36186,0.0,1,255,1.0,0.0,normal
3386,45,domain_u,0.01,SF,45,0.01,180,254,1.0,0.0,normal
3387,0,discard,0.07,S0,0,0.07,238,2,0.01,1.0,dos
3388,8,eco_i,0.0,SF,0,0.0,1,48,1.0,0.0,probe
3389,0,netstat,0.11,S0,0,0.09,53,8,0.03,1.0,dos
3390,324,http,0.0,SF,477,0.0,26,255,1.0,0.0,normal
3391,520,ecr_i,0.0,SF,0,0.0,248,255,1.0,0.0,dos
3392,8,eco_i,0.0,SF,0,0.0,1,37,1.0,0.0,probe
3393,31,domain_u,0.0,SF,0,0.33,1,24,0.33,0.0,normal
3394,0,private,0.05,S0,0,0.07,209,4,0.02,1.0,dos
3395,0,discard,0.07,RSTO,0,0.08,250,2,0.01,0.0,dos
3396,0,private,0.0,RSTR,0,0.62,1,1,0.0,0.0,probe
3397,272,http,0.0,SF,2674,0.0,5,255,1.0,0.0,normal
3398,217,http,0.0,SF,1035,0.0,39,255,1.0,0.0,normal
3399,0,http,0.0,REJ,0,0.0,1,251,1.0,0.0,normal
3400,28,private,0.05,SF,0,0.02,38,37,0.15,0.0,dos
3401,0,private,0.0,RSTR,0,0.5,1,1,0.01,0.0,probe
3402,491,ftp_data,0.0,SF,0,0.06,2,30,0.12,0.0,normal
3403,0,name,0.06,S0,0,0.06,247,5,0.02,1.0,dos
3404,78,urp_i,0.22,SF,0,0.01,9,16,0.06,0.0,normal
3405,0,private,0.06,S0,0,0.08,131,14,0.11,1.0,dos
3406,0,private,0.06,S0,0,0.07,224,5,0.02,1.0,dos
3407,308,http,0.0,SF,7003,0.0,3,255,1.0,0.33,normal
3408,0,ldap,0.06,S0,0,0.06,107,7,0.03,1.0,dos
3409,229,http,0.0,SF,1380,0.01,6,253,0.99,0.0,normal
3410,0,private,0.06,S0,0,0.07,140,17,0.07,1.0,dos
3411,336,http,0.0,SF,3207,0.0,5,255,1.0,0.0,normal
3412,0,private,0.07,REJ,0,0.07,222,17,0.07,0.0,dos
3413,45,domain_u,0.0,SF,79,0.01,265,203,0.8,0.0,normal
3414,0,private,0.05,S0,0,0.05,103,11,0.04,1.0,dos
3415,45,domain_u,0.0,SF,130,0.01,277,251,0.98,0.0,normal
3416,44,domain_u,0.0,SF,74,0.01,152,254,1.0,0.0,normal
3417,285,http,0.0,SF,671,0.0,20,255,1.0,0.0,normal
3418,310,http,0.0,SF,8502,0.0,2,255,1.0,0.0,normal
3419,0,private,0.07,S0,0,0.07,230,18,0.07,1.0,dos
3420,1184,smtp,0.0,SF,280,0.53,1,36,0.14,0.0,normal
3421,0,telnet,0.05,S0,0,0.04,74,51,0.2,1.0,dos
3422,144,http,0.0,SF,9534,0.0,1,255,1.0,0.0,normal
3423,1480,ecr_i,0.0,SF,0,0.4,2,155,0.8,0.2,dos
3424,1227,ftp,0.0,SF,2449,0.02,1,60,0.24,0.0,r2l
3425,103,telnet,0.0,SF,999,0.03,1,2,0.01,0.0,normal
3426,0,link,0.08,REJ,0,0.09,101,2,0.01,0.0,dos
3427,8,eco_i,0.0,SF,0,0.0,1,138,1.0,0.0,probe
3428,168,http,0.0,SF,1674,0.0,2,9,1.0,0.5,normal
3429,291,http,0.0,SF,762,0.0,39,255,1.0,0.0,normal
3430,42,domain_u,0.0,SF,125,0.01,74,252,0.99,0.0,normal
3431,0,ssh,0.05,S0,0,0.05,228,20,0.08,1.0,dos
3432,255,http,0.0,SF,1249,0.0,3,255,1.0,0.0,normal
3433,200,http,0.0,SF,2224,0.0,1,255,1.0,0.0,normal
3434,0,uucp_path,0.07,S0,0,0.07,243,13,0.05,1.0,dos
3435,1,private,0.11,SF,0,0.67,37,2,0.01,0.16,probe
3436,0,ldap,0.07,S0,0,0.07,92,1,0.0,1.0,dos
3437,8,eco_i,0.0,SF,0,0.0,1,195,1.0,0.0,probe
3438,1032,ecr_i,0.0,SF,0,0.09,511,102,0.4,0.0,dos
3439,6,finger,0.0,SF,269,0.02,1,2,0.01,0.0,normal
3440,306,http,0.0,SF,1157,0.0,19,255,1.0,0.0,normal
3441,0,telnet,0.0,S0,0,0.04,11,33,0.62,0.96,dos
3442,309,http,0.0,SF,757,0.0,2,255,1.0,0.0,normal
3443,145,other,0.0,SF,105,0.84,1,1,0.0,0.0,normal
3444,0,private,0.99,REJ,0,1.0,509,1,0.0,0.04,probe
3445,220,http,0.0,SF,1963,0.0,18,255,1.0,0.0,normal
3446,46,domain_u,0.03,SF,138,0.01,74,238,0.93,0.0,normal
3447,2289,smtp,0.0,SF,332,0.04,1,126,0.36,0.0,normal
3448,315,http,0.0,SF,289,0.0,9,255,1.0,0.0,normal
3449,300,http,0.0,SF,1588,0.0,9,255,1.0,0.0,normal
3450,9,finger,0.0,SF,147,0.04,1,4,0.03,0.01,normal
3451,285,http,0.0,SF,18555,0.0,8,255,1.0,0.0,normal
3452,0,imap4,0.06,S0,0,0.07,287,14,0.05,1.0,dos
3453,36,domain_u,0.0,SF,0,0.0,7,79,1.0,0.0,normal
3454,193,http,0.0,SF,767,0.0,40,255,1.0,0.0,normal
3455,0,iso_tsap,0.07,REJ,0,0.08,243,19,0.07,0.0,dos
3456,340,http,0.0,SF,780,0.0,2,255,1.0,0.0,normal
3457,0,private,0.0,RSTR,0,0.12,1,1,0.01,0.0,probe
3458,29,domain_u,0.0,SF,29,0.01,4,213,0.84,0.0,normal
